pl_name,pl_eqt,pl_insol,st_teff,st_rad,habitable
Kepler-151 b,1138.0,201.3,4974.0,0.82,0
Kepler-151 c,838.0,56.0,4974.0,0.82,0
Kepler-1510 b,410.0,3.9,4974.0,0.82,0
Kepler-1511 b,503.0,21.3944,4974.0,0.82,0
Kepler-1512 b,1850.0,269.865108,5750.0,1.287,0
Kepler-1513 b,1024.0,241.171,5536.0,0.946,0
Kepler-1513 c,890.0,137.086,5536.0,0.946,0
Kepler-1514 b,694.0,69.834,4362.0,0.643,0
Kepler-1514 c,543.0,26.237,4362.0,0.643,0
Kepler-1515 b,986.0,224.089,5718.0,1.075,0
Kepler-1516 b,791.0,93.072,5718.0,1.075,0
Kepler-1517 b,1253.0,583.25,5670.0,1.022,0
Kepler-1518 b,671.0,43.624,5177.0,0.806,0
Kepler-1518 c,616.0,30.968,5177.0,0.806,0
Kepler-1519 b,434.0,8.877,5820.0,1.09,0
Kepler-152 b,835.0,107.6,5822.0,1.081,0
Kepler-152 c,613.0,37.416,6430.0,1.74,0
Kepler-1520 b,519.0,22.388,4668.2,0.17,0
Kepler-1521 b,720.0,82.125,5217.0,0.17,0
Kepler-1522 b,450.0,12.538,3970.8,0.17,0
Kepler-1523 b,185.0,0.2,5308.0,0.757,0
Kepler-1524 b,1028.0,264.983,5972.0,1.24,0
Kepler-1525 b,1605.0,649.148,5560.0,0.95,0
Kepler-1526 b,1116.0,470.754,5460.0,0.94,0
Kepler-1527 b,1070.0,229.036,5170.0,0.86,0
Kepler-1528 b,1300.0,410.723,5725.0,0.92,0
Kepler-1529 b,1100.0,208.721,5800.0,1.35,0
Kepler-153 b,1070.0,195.088,5150.0,0.8,0
Kepler-153 c,1620.0,420.783256,6041.0,1.42,0
Kepler-1530 b,667.0,40.844,5884.0,1.485,0
Kepler-1530 c,458.0,9.096,5884.0,1.485,0
Kepler-1530 d,1032.0,577.545,6004.0,1.092,0
Kepler-1531 b,951.0,415.545,6004.0,1.092,0
Kepler-1532 b,856.0,272.838,6004.0,1.092,0
Kepler-1533 b,812.0,97.846,4995.0,0.6181548,0
Kepler-1534 b,1776.0,575.11336,6360.0,1.34534,0
Kepler-1535 b,1000.0,158.285,5977.0,1.38,0
Kepler-1536 b,1729.0,677.917,6161.0,1.3800000000000001,0
Kepler-1537 b,322.0,1.69,4651.0,0.697,1
Kepler-1538 b,503.0,14.52,4685.0,0.71,0
Kepler-1539 b,308.0,2.15,4551.0,0.68,1
Kepler-154 b,288.0,1.4,3748.0,0.52,1
Kepler-154 c,291.0,1.83,5431.0,0.866,1
Kepler-154 d,1544.0,393.181464,5800.0,1.35,0
Kepler-154 e,229.0,1.2,4134.0,0.559,0
Kepler-154 f,189.0,0.21,4340.0,0.55,0
Kepler-1540 b,241.0,0.66,4402.0,0.598,0
Kepler-1541 b,233.0,0.86,4723.0,0.706,0
Kepler-1542 b,938.0,225.735,5046.0,0.752,0
Kepler-1542 c,868.0,165.73,5046.0,0.752,0
Kepler-1542 d,783.0,109.638,5046.0,0.752,0
Kepler-1542 e,727.0,81.344,5046.0,0.752,0
Kepler-1543 b,673.0,59.915,5046.0,0.752,0
Kepler-1544 b,401.0,17.657,4330.0,0.21,0
Kepler-1545 b,341.0,9.177,4795.897999999999,0.21,1
Kepler-1546 b,305.0,4.314,4178.2,0.21,1
Kepler-1547 b,648.0,16.213,4013.6,0.24,0
Kepler-1548 b,520.0,6.705,4063.8,0.24,0
Kepler-1549 b,436.0,3.307,3843.6,0.24,0
Kepler-155 b,882.0,119.039,5493.0,1.05,0
Kepler-155 c,917.0,167.41,5649.18,1.467,0
Kepler-1550 b,661.0,45.09,5649.18,1.467,0
Kepler-1551 b,1000.0,68.37,3820.0,0.55,0
Kepler-1552 b,769.0,94.325,6197.21,1.64162,0
Kepler-1553 b,944.0,213.731,6197.21,1.64162,0
Kepler-1554 b,1199.0,557.205,6197.21,1.64162,0
Kepler-1555 b,265.0,1.1,5757.0,1.11,0
Kepler-1556 b,916.0,117.7,5687.0,1.066,0
Kepler-1557 b,1008.0,244.47,6474.0,1.242,0
Kepler-1558 b,798.0,279.787,6117.21,1.4726,0
Kepler-1559 b,543.0,10.9,5155.0,0.938,0
Kepler-156 b,455.0,12.19874,5155.0,0.938,0
Kepler-156 c,845.0,92.346,5309.0,0.79,0
Kepler-1560 b,389.0,7.4,6146.0,1.26,0
Kepler-1561 b,886.0,254.906,5634.0,0.91,0
Kepler-1562 b,611.0,31.269,6422.719999999999,1.57,0
Kepler-1563 b,453.0,9.97,6422.719999999999,1.57,0
Kepler-1564 b,880.0,166.039,5661.0,0.9,0
Kepler-1565 b,1163.0,495.005,5933.0,1.59,0
Kepler-1566 b,996.0,227.82,6310.0,1.29,0
Kepler-1567 b,503.0,12.5,5927.0,1.05,0
Kepler-1568 b,1206.0,410.4,5927.0,1.05,0
Kepler-1569 b,712.0,72.749,5809.0,1.37,0
Kepler-157 b,484.0,11.241,5498.0,0.87,0
Kepler-157 c,1308.0,328.57097999999996,6733.0,1.8,0
Kepler-157 d,876.0,139.236,4996.0,0.78,0
Kepler-1570 b,879.0,243.376,5816.0,1.34,0
Kepler-1571 b,1115.0,671.064,5785.0,1.08,0
Kepler-1572 b,980.0,215.462,5009.0,0.79,0
Kepler-1573 b,807.0,100.09,5837.0,1.09,0
Kepler-1574 b,649.0,38.71,5240.0,0.79,0
Kepler-1575 b,640.0,39.56,5210.0,0.8,0
Kepler-1576 b,649.0,37.753,5247.0,0.81,0
Kepler-1577 b,932.0,173.12,5194.0,0.89,0
Kepler-1578 b,736.0,67.593,5194.0,0.89,0
Kepler-1579 b,448.0,9.292,5194.0,0.89,0
Kepler-158 b,1312.0,764.078,6322.0,1.34,0
Kepler-158 c,899.0,183.842,5802.0,1.09,0
Kepler-158 d,352.0,4.436,4871.0,0.72,1
Kepler-1580 b,755.0,61.495,6346.0,1.47,0
Kepler-1581 b,766.0,90.629,5668.0,0.87,0
Kepler-1582 b,1243.0,622.014,5958.0,1.09,0
Kepler-1583 b,662.0,51.492,5444.0,0.88,0
Kepler-1584 b,487.0,15.038,5444.0,0.88,0
Kepler-1585 b,1226.0,550.8,5422.0,0.887,0
Kepler-1586 b,538.0,20.618,5014.0,0.76,0
Kepler-1587 b,509.0,21.481,4095.6,0.618,0
Kepler-1588 b,443.0,12.341,4095.6,0.618,0
Kepler-1589 b,717.0,64.39,4252.0,0.559,0
Kepler-159 b,371.0,6.063,4252.0,0.559,1
Kepler-159 c,1597.0,361.730776,6045.0,1.12,0
Kepler-1590 b,1111.0,312.514,5582.0,1.03,0
Kepler-1591 b,1438.0,310.403512,6457.0,1.54,0
Kepler-1592 b,1200.0,310.021,5346.0,0.83,0
Kepler-1593 b,1000.0,108.13,5392.0,1.087,0
Kepler-1594 b,747.0,62.926,5293.0,0.82,0
Kepler-1595 b,1210.0,229.07201600000002,5834.0,1.11,0
Kepler-1596 b,931.0,202.775,5744.0,0.96,0
Kepler-1597 b,844.0,148.456,5312.0,0.83,0
Kepler-1598 b,1750.0,328.57097999999996,6297.0,1.793,0
Kepler-1599 b,1196.0,494.705,6225.0,1.58,0
Kepler-16 b,1125.0,388.444,6225.0,1.58,0
Kepler-160 b,909.0,193.68,5813.0,1.03,0
Kepler-160 c,1125.0,324.856,5904.0,1.04,0
Kepler-160 d,1304.0,683.84,5794.0,1.216,0
Kepler-1600 b,1217.0,859.509,6125.0,1.22,0
Kepler-1600 c,374.0,5.991,4095.6,0.33,0
Kepler-1601 b,314.0,3.641,3931.0,0.53,1
Kepler-1602 b,1080.0,330.547,6236.0,1.19,0
Kepler-1603 b,1407.0,877.327,6113.0,1.32,0
Kepler-1604 b,710.0,60.372,6025.0,1.25,0
Kepler-1605 b,584.0,28.481,6060.0,1.2,0
Kepler-1606 b,543.0,10.119,6018.0,0.94,0
Kepler-1607 b,439.0,4.331,6018.0,0.94,0
Kepler-1608 b,381.0,2.466,6018.0,0.94,0
Kepler-1609 b,797.0,114.389,5746.0,1.41,0
Kepler-161 b,332.0,4.208,5770.0,1.2,1
Kepler-161 c,742.0,101.6,5866.0,1.417,0
Kepler-1610 b,652.0,32.329,5997.0,1.3,0
Kepler-1610 c,623.0,36.527,5849.0,1.06,0
Kepler-1611 b,1248.0,506.412,6106.0,1.44,0
Kepler-1612 b,564.0,47.97,5293.0,0.83,0
Kepler-1613 b,1095.0,174.58,7099.0,0.734228,0
Kepler-1614 b,467.0,10.555,5690.0,0.98,0
Kepler-1615 b,839.0,133.317,5842.0,0.88,0
Kepler-1616 b,532.0,19.87,5260.0,0.8,0
Kepler-1617 b,553.0,22.72,4075.0,0.52,0
Kepler-1618 b,433.0,8.55,4075.0,0.52,0
Kepler-1619 b,332.0,2.945,4263.0,0.556,1
Kepler-162 b,711.0,59.77,6112.0,1.09,0
Kepler-162 c,1107.0,351.69,6112.0,1.09,0
Kepler-1620 b,803.0,160.612,6406.0,1.46,0
Kepler-1621 b,761.0,63.855,6392.0,0.8632,0
Kepler-1622 b,884.0,149.135,5515.0,0.86,0
Kepler-1623 b,974.0,434.237,6014.0,1.1,0
Kepler-1624 b,1574.0,343.623736,6014.0,1.1,0
Kepler-1625 b,832.0,176.232,5573.0,1.15,0
Kepler-1626 b,1099.0,584.354,5894.0,1.14,0
Kepler-1627 b,1157.0,147.046,6388.0,1.45,0
Kepler-1628 b,708.0,68.971,5807.0,1.06,0
Kepler-1629 b,1662.0,233.79933599999998,6087.0,1.14,0
Kepler-163 b,891.0,149.42,6087.0,1.14,0
Kepler-163 c,633.0,37.92,6078.0,1.189,0
Kepler-1630 b,701.0,60.997,5858.0,0.89,0
Kepler-1631 b,550.0,23.176,5858.0,0.89,0
Kepler-1632 b,870.0,144.852,6085.0,0.958,0
Kepler-1633 b,488.0,14.238,5697.0,0.89,0
Kepler-1634 b,453.0,10.007,4893.0,0.75,0
Kepler-1635 b,620.0,34.089,5192.0,0.79,0
Kepler-1636 b,423.0,8.769,4758.0,0.72,0
Kepler-1637 b,721.0,63.95,5884.0,0.98,0
Kepler-1638 b,933.0,178.68,5936.0,0.965,0
Kepler-1639 b,1247.0,601.891,6123.0,1.27,0
Kepler-164 b,1877.0,892.812,5524.0,0.89,0
Kepler-164 c,1181.0,442.522,5763.0,0.99,0
Kepler-164 d,417.0,5.07,5534.0,0.8717,0
Kepler-164 e,387.6,3.681,5820.0,0.952,0
Kepler-1640 b,253.0,1.3202000000000005,5820.0,0.952,0
Kepler-1641 b,453.0,12.357,3705.0,0.5,0
Kepler-1641 c,395.0,3.07,3705.0,0.5,0
Kepler-1642 b,328.0,3.425,4252.0,0.554,1
Kepler-1642 c,355.0,4.525,5946.0,1.08,1
Kepler-1643 b,1673.0,141.1746,6166.0,1.2776,0
Kepler-1644 b,698.0,61.573,5526.0,0.9,0
Kepler-1645 b,521.0,23.081,4671.0,0.67,0
Kepler-1646 b,748.0,126.031,6206.0,1.22,0
Kepler-1647 b,806.0,101.143,5882.0,1.07,0
Kepler-1649 b,1258.0,690.13,5967.0,1.15,0
Kepler-1649 c,768.0,87.713,4828.0,0.73,0
Kepler-165 b,1017.0,237.035,5535.0,0.9,0
Kepler-165 c,487.0,9.549,5360.0,0.84,0
Kepler-1650 b,349.0,2.51,5360.0,0.84,1
Kepler-1651 b,586.0,27.93,5312.0,0.986,0
Kepler-1652 b,400.0,6.642,4362.0,0.58,0
Kepler-1653 b,349.0,3.84,4362.0,0.58,1
Kepler-1654 b,931.0,195.005,4503.0,0.619,0
Kepler-1655 b,728.0,73.157,4503.0,0.619,0
Kepler-1656 b,559.0,25.438,4503.0,0.619,0
Kepler-1656 c,760.0,77.258,5322.0,0.83,0
Kepler-166 b,483.0,14.386,4286.0,0.63,0
Kepler-166 c,1103.0,358.994,5863.0,1.04,0
Kepler-166 d,1089.0,235.0,5191.0,0.902,0
Kepler-1660 AB b,251.0,0.589,5191.0,0.902,0
Kepler-1661 b,1346.0,877.945,5447.0,0.92,0
Kepler-1663 b,664.0,129.374,5894.0,1.04,0
Kepler-1664 b,766.0,81.641,5740.0,0.98,0
Kepler-1665 b,1281.0,238.161052,6068.0,1.16,0
Kepler-1666 b,498.0,15.227,5242.0,0.81,0
Kepler-1666 c,706.0,42.543,5630.0,0.95,0
Kepler-1667 b,1378.0,819.245,4840.0,0.921232,0
Kepler-1668 b,1087.0,317.206,4840.0,0.653891,0
Kepler-1669 b,298.0,2.46,4376.4,0.33,1
Kepler-1669 c,446.0,7.565,5646.0,0.94,0
Kepler-1669 d,989.0,183.166,5646.0,0.94,0
Kepler-167 b,658.0,67.435,5575.0,0.9,0
Kepler-167 c,546.0,18.738,5066.0,0.77,0
Kepler-167 d,1129.0,389.404,5626.0,0.92,0
Kepler-167 e,1063.0,301.46,5735.0,0.95,0
Kepler-1670 b,526.0,16.879,5132.0,0.79,0
Kepler-1671 b,611.0,26.137,5148.0,0.79,0
Kepler-1672 b,429.0,8.37,3768.0,0.53,0
Kepler-1673 b,526.0,19.314,5616.0,0.93,0
Kepler-1674 b,850.0,124.349,5187.9,0.826,0
Kepler-1675 b,671.0,48.574,5187.9,0.826,0
Kepler-1676 b,1009.0,214.04,5496.0,0.9,0
Kepler-1677 b,978.0,219.036,5527.0,0.9,0
Kepler-1678 b,553.0,26.889,5212.0,0.79,0
Kepler-1679 b,646.0,46.44,5746.0,1.02,0
Kepler-168 b,858.0,120.47,5612.0,0.91,0
Kepler-168 c,803.0,141.987,5710.0,0.95,0
Kepler-1680 b,541.0,16.817,5672.0,0.97,0
Kepler-1681 b,314.0,5.688,4984.0,0.73,1
Kepler-1682 b,1774.0,496.898,5334.0,0.83,0
Kepler-1683 b,730.0,60.609,5636.0,0.96,0
Kepler-1684 b,920.0,112.992,5843.0,1.03,0
Kepler-1685 b,799.0,64.389,5843.0,1.03,0
Kepler-1686 b,583.0,18.244,6099.0,1.127,0
Kepler-1687 b,1212.0,511.6,6100.0,1.083,0
Kepler-1688 b,558.0,24.063,4298.0,0.64,0
Kepler-1689 b,521.0,12.39,5772.0,1.0,0
Kepler-169 b,603.0,25.056,5564.0,0.91,0
Kepler-169 c,1017.0,178.699,5523.0,0.91,0
Kepler-169 d,664.0,76.339,6195.0,1.24,0
Kepler-169 e,1178.0,489.149,5593.0,0.93,0
Kepler-169 f,1365.0,705.051,5575.0,0.92,0
Kepler-1690 b,764.0,70.965,5549.0,0.89,0
Kepler-1691 b,1176.0,718.075,5835.0,1.0,0
Kepler-1692 b,656.0,32.142,5296.0,0.83,0
Kepler-1693 b,1098.0,344.61,5372.0,0.916,0
Kepler-1693 c,864.0,187.51,6074.0,0.94,0
Kepler-1694 b,752.0,107.741,6074.0,0.94,0
Kepler-1695 b,1056.0,782.415,6000.0,1.15,0
Kepler-1696 b,436.0,5.615,5677.0,0.94,0
Kepler-1697 b,1367.0,935.827,5913.0,1.04,0
Kepler-1698 b,706.0,61.02,5967.0,1.1,0
Kepler-1699 b,678.0,59.396,5485.0,0.87,0
Kepler-17 b,535.0,17.382,5138.5,0.821,0
Kepler-170 b,679.0,50.23,5138.5,0.821,0
Kepler-170 c,725.0,82.302,6267.0,1.32,0
Kepler-1700 b,743.0,76.375,5683.0,0.95,0
Kepler-1701 b,1050.0,265.407,5307.0,0.86,0
Kepler-1702 b,367.0,3.7,5245.0,0.900316,1
Kepler-1704 b,623.0,24.467,5127.0,0.79,0
Kepler-1705 b,1460.0,792.218,5647.0,1.391,0
Kepler-1705 c,1102.0,318.0,5905.0,1.257,0
Kepler-1708 b,1023.0,236.0,5905.0,1.257,0
Kepler-1709 b,929.0,161.0,5905.0,1.257,0
Kepler-171 b,528.0,20.182,5279.0,0.81,0
Kepler-171 c,833.0,110.619,5160.0,0.79,0
Kepler-171 d,852.0,128.783,6062.0,1.13,0
Kepler-1710 b,731.0,97.8,5808.0,1.01,0
Kepler-1711 b,401.0,8.8,5808.0,1.01,0
Kepler-1712 b,1098.0,497.4,5808.0,1.01,0
Kepler-1713 b,637.0,46.982,5890.0,1.03,0
Kepler-1714 b,1133.0,316.718,5462.0,0.88,0
Kepler-1715 b,1278.0,513.03,5462.0,0.88,0
Kepler-1716 b,683.0,71.843,6161.0,1.22,0
Kepler-1717 b,1874.0,343.23100800000003,5196.0,0.8,0
Kepler-1718 b,473.0,8.8,5244.0,0.888,0
Kepler-1719 b,1069.0,270.162,5820.0,1.01,0
Kepler-172 b,932.0,258.059,5971.0,1.14,0
Kepler-172 c,273.0,1.69,4017.0,0.62,1
Kepler-172 d,888.0,139.072,5943.0,1.13,0
Kepler-172 e,318.0,2.297,5943.0,1.13,1
Kepler-1720 b,1513.0,260.945048,5761.0,1.01,0
Kepler-1721 b,1046.0,141.82443199999997,5693.0,0.96,0
Kepler-1722 b,713.0,66.269,5723.0,0.96,0
Kepler-1723 b,641.0,37.2,5268.0,0.81,0
Kepler-1724 b,620.0,19.18,4655.0,0.69,0
Kepler-1725 b,860.0,129.18,5753.0,0.97,0
Kepler-1726 b,413.0,6.86,5753.0,0.97,0
Kepler-1727 b,499.0,14.69,6004.0,0.977,0
Kepler-1728 b,750.0,100.295,3712.0,0.48,0
Kepler-1729 b,1296.0,677.569,5860.0,1.08,0
Kepler-173 b,1073.0,224.146,5980.0,1.11,0
Kepler-173 c,1767.0,271.595416,5980.0,1.11,0
Kepler-1730 b,830.0,112.07,6122.0,0.964,0
Kepler-1731 b,750.0,80.326,4925.0,0.64,0
Kepler-1732 b,578.0,28.489,4925.0,0.64,0
Kepler-1733 b,510.0,17.21,4925.0,0.64,0
Kepler-1734 b,270.0,1.352,4925.0,0.64,0
Kepler-1735 b,208.0,0.5,4925.0,0.64,0
Kepler-1736 b,849.0,219.051,6155.0,1.22,0
Kepler-1737 b,737.0,69.56,4521.0,0.68,0
Kepler-1738 b,446.0,12.486,4201.0,0.61,0
Kepler-1739 b,825.0,77.098,5443.0,0.86,0
Kepler-174 b,852.0,130.757,6117.0,1.18,0
Kepler-174 c,852.0,407.833,5789.0,0.96,0
Kepler-174 d,1048.0,932.132,5789.0,0.96,0
Kepler-1740 b,784.0,69.795,5813.0,1.05,0
Kepler-1741 b,685.0,39.303,6424.0,1.49,0
Kepler-1742 b,816.0,103.147,5444.0,0.84,0
Kepler-1743 b,791.0,100.371,5576.0,0.901,0
Kepler-1744 b,343.0,5.568,5829.0,1.04,1
Kepler-1745 b,828.0,94.137,6185.0,1.33,0
Kepler-1746 b,500.0,14.72,5322.0,0.84,0
Kepler-1747 b,1021.0,454.5,5899.0,1.15,0
Kepler-1748 b,725.0,115.4,5877.0,1.265,0
Kepler-1749 b,1309.0,808.844,6075.0,1.24,0
Kepler-175 b,802.0,193.927,6174.0,1.51,0
Kepler-175 c,614.0,67.509,5203.0,0.8,0
Kepler-1750 b,1002.0,63.805,6096.0,1.0612,0
Kepler-1751 b,1111.0,872.567,5382.0,0.93,0
Kepler-1752 b,957.0,295.826,5896.0,1.29,0
Kepler-1753 b,609.0,35.062,5653.0,0.94,0
Kepler-1754 b,926.0,311.788,5713.0,1.13,0
Kepler-1755 b,1810.0,719.373,6570.0,1.66,0
Kepler-1756 b,963.0,211.711,4908.0,0.5056,0
Kepler-1757 b,1655.0,328.57097999999996,6747.0,1.81,0
Kepler-1758 b,1730.0,169.829184,6170.0,1.21,0
Kepler-1759 b,632.0,38.229,5634.0,0.91,0
Kepler-176 b,788.0,162.794,6020.0,1.07,0
Kepler-176 c,644.0,69.0,5906.74,1.54571,0
Kepler-176 d,674.0,47.336,5741.0,0.98,0
Kepler-176 e,564.0,25.147,5871.0,0.94,0
Kepler-1760 b,1740.0,349.74894,6211.0,1.41,0
Kepler-1761 b,1246.0,609.992,6211.0,1.41,0
Kepler-1762 b,1117.0,394.549,6211.0,1.41,0
Kepler-1763 b,1507.0,420.783256,5849.0,1.35,0
Kepler-1764 b,574.0,27.223,5522.0,0.87,0
Kepler-1765 b,974.0,211.884,5490.0,0.88,0
Kepler-1766 b,819.0,90.384,5665.0,1.19,0
Kepler-1767 b,2078.0,309.84473599999995,5665.0,1.19,0
Kepler-1768 b,831.0,229.311,5865.0,1.11,0
Kepler-1769 b,588.0,28.767,6170.0,1.24,0
Kepler-177 b,1569.0,924.374,5281.0,0.82,0
Kepler-177 c,975.0,213.25,5550.0,0.954,0
Kepler-1770 b,616.0,62.2,5808.0,1.01,0
Kepler-1771 b,871.0,223.745,4103.0,0.6,0
Kepler-1772 b,513.0,21.309,4870.0,0.74,0
Kepler-1773 b,699.0,62.845,5962.0,0.966,0
Kepler-1774 b,649.0,44.09,4779.0,0.71,0
Kepler-1775 b,678.0,45.528,4483.0,0.67,0
Kepler-1776 b,530.0,23.824,4897.0,0.74,0
Kepler-1777 b,917.0,167.979,5264.0,0.82,0
Kepler-1778 b,1406.0,652.435,5754.0,1.02,0
Kepler-1779 b,593.0,20.719,4913.0,0.74,0
Kepler-178 b,1133.0,575.644,5887.0,1.05,0
Kepler-178 c,516.0,71.817,5327.0,0.87,0
Kepler-178 d,790.0,77.619,5352.0,0.82,0
Kepler-1780 b,1243.0,826.765,6038.0,1.2,0
Kepler-1781 b,602.0,30.6,5331.0,0.778,0
Kepler-1782 b,1219.0,528.223,5709.0,0.99,0
Kepler-1783 b,1012.0,331.438,5624.0,0.95,0
Kepler-1784 b,529.0,16.36,5627.0,0.92,0
Kepler-1785 b,1023.0,253.456,5355.0,0.84,0
Kepler-1786 b,822.0,146.511,4192.0,0.57,0
Kepler-1787 b,1070.0,308.547,4945.0,0.75,0
Kepler-1788 b,396.0,8.241,3701.0,0.49,0
Kepler-1789 b,1015.0,683.274,5723.0,0.99,0
Kepler-179 b,833.0,113.64,5520.0,0.91,0
Kepler-179 c,677.0,56.002,5403.0,0.84,0
Kepler-1790 b,1275.0,441.0,5847.0,1.2564,0
Kepler-1791 b,1052.0,204.0,5847.0,1.2564,0
Kepler-1792 b,1147.0,706.62,5890.0,1.11,0
Kepler-1793 b,489.0,14.151,5021.0,0.76,0
Kepler-1794 b,753.0,306.102,5559.0,0.89,0
Kepler-1795 b,1332.0,702.281,5703.0,0.95,0
Kepler-1796 b,812.0,102.87,5493.0,0.86,0
Kepler-1797 b,1579.0,258.926656,5963.0,1.16,0
Kepler-1798 b,1539.0,178.404944,5649.0,0.92,0
Kepler-1799 b,518.0,15.648,4841.0,0.73,0
Kepler-18 b,1005.0,458.912,5715.0,0.96,0
Kepler-18 c,536.0,35.337,5518.0,0.88,0
Kepler-18 d,779.0,123.517,5638.0,0.93,0
Kepler-180 b,299.0,2.687,5638.0,0.93,1
Kepler-180 c,964.0,225.701,5913.0,1.16,0
Kepler-1800 b,460.0,12.995,3715.0,0.5,0
Kepler-1801 b,639.0,28.504,5440.0,0.86,0
Kepler-1801 c,600.0,31.641,4881.0,0.72,0
Kepler-1802 b,914.0,206.438,5700.0,0.95,0
Kepler-1802 c,1021.0,499.064,5181.0,0.8,0
Kepler-1804 b,1234.0,607.525,5903.0,1.08,0
Kepler-1805 b,1151.0,472.236,5513.0,0.88,0
Kepler-1806 b,727.0,172.557,5612.0,0.91,0
Kepler-1807 b,1630.0,353.492,5933.0,1.1924,0
Kepler-1808 b,452.0,12.071,5692.0,0.96,0
Kepler-1809 b,777.0,75.623,5343.0,0.84,0
Kepler-181 b,713.0,88.906,5419.0,0.86,0
Kepler-181 c,1038.0,373.108,6185.0,1.27,0
Kepler-1810 b,1121.0,514.124,5616.0,0.96,0
Kepler-1811 b,265.0,0.729,3722.0,0.51,0
Kepler-1812 b,1160.0,336.673,5099.0,0.76,0
Kepler-1813 b,1221.0,684.765,5692.0,0.96,0
Kepler-1814 b,613.0,28.216,5071.0,0.77,0
Kepler-1814 c,1174.0,710.872,5611.0,0.91,0
Kepler-1815 b,487.0,15.569,5222.0,0.8,0
Kepler-1816 b,521.0,15.801,5148.0,0.78,0
Kepler-1817 b,236.0,0.662,5148.0,0.78,0
Kepler-1818 b,905.0,228.283,5785.0,0.99,0
Kepler-1819 b,986.0,484.006,5995.0,1.12,0
Kepler-182 b,876.0,181.408,5871.0,1.04,0
Kepler-182 c,720.0,42.493,5099.0,0.78,0
Kepler-1820 b,992.0,151.8,5012.0,0.742183,0
Kepler-1821 b,1139.0,398.0,5485.0,0.85,0
Kepler-1822 b,1497.0,324.702676,6191.0,1.3,0
Kepler-1823 b,998.0,234.28,5777.0,0.98,0
Kepler-1824 b,1162.0,384.561,5618.0,0.92,0
Kepler-1825 b,850.0,138.751,5075.0,0.78,0
Kepler-1826 b,1182.0,414.601,5863.0,1.05,0
Kepler-1827 b,401.0,5.48,5863.0,1.05,0
Kepler-1828 b,1016.0,251.48,5539.0,0.89,0
Kepler-1829 b,1155.0,339.401,5437.0,0.86,0
Kepler-183 b,514.0,12.1,5395.0,0.88,0
Kepler-183 c,268.0,1.4,5395.0,0.88,0
Kepler-1830 b,543.0,25.296,5452.0,0.85,0
Kepler-1831 b,964.0,176.685,5441.0,0.86,0
Kepler-1832 b,982.0,484.51,5660.0,0.93,0
Kepler-1833 b,1273.0,366.5490080000001,5633.0,0.91,0
Kepler-1834 b,1219.0,418.797,5620.0,1.411,0
Kepler-1834 c,1607.0,903.77,5620.0,1.411,0
Kepler-1835 b,1212.0,456.703,5849.0,1.06,0
Kepler-1836 b,407.0,8.559,3631.0,0.46,0
Kepler-1837 b,893.0,199.846,3631.0,0.46,0
Kepler-1838 b,595.0,24.507,5418.0,0.86,0
Kepler-1839 b,784.0,89.25,5326.0,0.78,0
Kepler-184 b,657.0,32.679,5107.0,0.8,0
Kepler-184 c,996.0,233.031,5217.0,0.81,0
Kepler-184 d,298.0,2.297,3813.0,0.48,1
Kepler-1840 b,530.0,27.644,5327.0,0.82,0
Kepler-1841 b,775.0,115.963,5601.0,0.9,0
Kepler-1842 b,1078.0,337.682,6000.0,1.12,0
Kepler-1843 b,1131.0,432.866,5438.0,0.87,0
Kepler-1844 b,1051.0,461.993,6129.0,1.24,0
Kepler-1845 b,690.0,38.101,4642.0,0.71,0
Kepler-1846 b,1101.0,397.252,5486.0,0.85,0
Kepler-1847 b,750.0,62.955,5594.0,0.93,0
Kepler-1848 b,931.0,286.026,5849.0,1.04,0
Kepler-1849 b,1156.0,421.61,5418.0,0.93,0
Kepler-185 b,456.0,10.19,5096.0,0.78,0
Kepler-185 c,938.0,439.778,5934.0,1.1,0
Kepler-1850 b,454.0,24.631,5009.0,0.75,0
Kepler-1851 b,767.0,106.484,5200.0,0.89,0
Kepler-1852 b,1163.0,255.74,6160.0,1.23,0
Kepler-1853 b,1537.0,778.592,6160.0,1.23,0
Kepler-1854 b,679.0,39.01,5387.0,0.84,0
Kepler-1855 b,632.0,45.278,5373.0,0.83,0
Kepler-1856 b,641.0,41.674,4346.0,0.65,0
Kepler-1857 b,758.0,216.473,5935.0,1.08,0
Kepler-1858 b,1331.0,889.888,5043.0,0.77,0
Kepler-1859 b,1016.0,302.574,5043.0,0.77,0
Kepler-1859 c,1741.0,113.48068,5282.0,0.79,0
Kepler-186 b,1734.0,343.62373600000006,6014.0,1.13,0
Kepler-186 c,1005.0,349.193,6228.0,1.42,0
Kepler-186 d,1372.0,271.88984,6228.0,1.42,0
Kepler-186 e,843.0,173.171,6228.0,1.42,0
Kepler-186 f,1144.0,588.402,6228.0,1.42,0
Kepler-1860 b,533.0,19.02,5860.0,1.04,0
Kepler-1861 b,2140.0,420.783256,6409.0,1.32,0
Kepler-1862 b,748.0,84.406,5322.0,0.85,0
Kepler-1863 b,1139.0,453.648,5322.0,0.85,0
Kepler-1864 b,767.0,95.447,5706.0,0.93,0
Kepler-1865 b,1302.0,294.086056,5944.0,1.08,0
Kepler-1866 b,1414.0,105.695704,5166.0,0.8,0
Kepler-1867 b,938.0,182.9,4999.0,0.843,0
Kepler-1868 b,804.0,98.81,4999.0,0.843,0
